window,day,S0,sigma,exact,MC,Fourier,QAE,QSVT,qae_queries,qae_err
169,198,7.068253993988037,0.41783470195171324,0.4118325844232962,0.4152941675534763,0.4118326157370388,0.4117713775372143,0.4204382165792873,57344,-6.120688608185487e-05
170,199,6.885076999664307,0.42806927590899063,0.41094189621706356,0.41440966539448154,0.4109418992374301,0.4108943633904755,0.4191832221863394,57344,-4.7532826588037036e-05
171,200,6.8711395263671875,0.42844990869287064,0.4104732216646356,0.41393754200571614,0.4104732055477422,0.41041571810276883,0.4186923964770598,57344,-5.750356186678962e-05
172,201,7.0085225105285645,0.4294111715042858,0.4196159150122692,0.4231587040935559,0.4196159231614228,0.41955248802954753,0.42798526711065016,57344,-6.342698272165936e-05
173,202,7.267360210418701,0.41562105841872704,0.421201184045796,0.42473846936132426,0.4212012010055449,0.42115097540619684,0.43007986270837656,57344,-5.020863959914745e-05
174,203,7.1996636390686035,0.4186590349513586,0.420312818384142,0.42384681049481077,0.420312804887352,0.4202614317431493,0.4290669946937794,57344,-5.138664099268997e-05
175,204,6.835300445556641,0.45237986612166775,0.4310644893119424,0.43475034000315427,0.43106451354872427,0.43099638830614156,0.4388669410506202,57344,-6.810100580084688e-05
176,205,6.908969402313232,0.4525482952443447,0.43587222769448364,0.43959942086383264,0.4358722428575934,0.4358135756438282,0.44375588902875485,57344,-5.8652050655416677e-05
177,206,6.765613555908203,0.44583804831700286,0.4205153128892722,0.42408793582785614,0.4205153267356474,0.42046097807074334,0.4283455171777451,57344,-5.433481852884503e-05
178,207,7.076218128204346,0.4617566434487943,0.45548882527938495,0.4593970654996511,0.45548880861235447,0.4554349498667903,0.4633970689988043,57344,-5.3875412594661665e-05
179,208,7.317136287689209,0.46948671646777446,0.47886953051518394,0.482990063966316,0.47886953762162,0.47880054001001066,0.48689517043151553,57344,-6.899050517328309e-05
180,209,7.442572593688965,0.47050602868550545,0.4881349407547219,0.492336766015369,0.4881349551100784,0.48806074392012405,0.49627727739029026,57344,-7.419683459786164e-05
181,210,7.984140872955322,0.5036265903536846,0.5605088806180873,0.5653915090391621,0.5605088428238334,0.5604136710985772,0.5684460736276115,49152,-9.520951951014212e-05
182,211,8.019979476928711,0.5032518210723508,0.5626055753929149,0.56750581806602,0.5626055702501696,0.5625140952909576,0.5705882125641872,49152,-9.148010195725309e-05
183,212,7.998078346252441,0.49106017182831585,0.547471722143514,0.5522194903448493,0.5474717129669301,0.5475759031792813,0.5557417485654078,49152,0.00010418103576725901
184,213,8.579466819763184,0.5159561055144357,0.6170634850578355,0.622462136561424,0.6170634800400654,0.6169584671263684,0.6252369517151235,49152,-0.00010501793146711069
185,214,8.700921058654785,0.49991701351595724,0.6063267818382917,0.6116015900847311,0.6063267220256479,0.6062437568937155,0.6150811426441184,49152,-8.302494457623766e-05
186,215,8.493850708007812,0.5036691403110004,0.5963423439599507,0.6015371981907138,0.5963423850418289,0.5962515958057486,0.6047850681441075,49152,-9.074815420206939e-05
187,216,8.553583145141602,0.4903225664627407,0.5846167738512303,0.5896853303398725,0.5846167370805087,0.5847068114356309,0.5934805781951501,49152,9.003758440051524e-05
188,217,8.607341766357422,0.4529464302032901,0.5434955647854854,0.5481437456081248,0.5434955543590394,0.5434105821564694,0.5533086929768868,57344,-8.498262901601716e-05
189,218,8.898036003112793,0.4584515727514004,0.5686652273957371,0.5735386071876998,0.5686652376801462,0.5685958287799714,0.5786859058979509,57344,-6.939861576571449e-05
190,219,8.792510032653809,0.46160849330089915,0.5657834840217855,0.5706378226822051,0.5657834723642037,0.5657084637400748,0.5756132388276374,57344,-7.502028171069153e-05
191,220,8.471949577331543,0.48157922779888046,0.5687145470146096,0.5736297377045249,0.5687145841500109,0.5686286856796802,0.5777159663929119,57344,-8.586133492938242e-05
